name,provider_id,type,region,state,address,phone,address,particip_date,certified_beds,hospital_based,ownership_type,termination_code,termination_date,legal_owner,is_brightspring
PEAR STREET GROUP HOME,19G241,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"2108 PEAR STREET
DERIDDER, LA 70634",337 233-2731,"2108 PEAR STREET
DERIDDER, LA 70634",1988-03-14,8,No,For Profit,,,"NORMAL LIFE OF LAKE CHARLES, INC.",True
UTOPIA GROUP HOME,19G242,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"6309 FIRST STREET
VIOLET, LA 70092",504 682-9222,"6309 FIRST STREET
VIOLET, LA 70092",1988-03-10,7,No,For Profit,,,"W.I. MOORE, INC.",False
G B COOLEY MAGNOLIA GROUP HOME,19G243,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"814 COOLEY COURT
WEST MONROE, LA 71291",318 855-6982,"814 COOLEY COURT
WEST MONROE, LA 71291",1988-01-06,8,No,Government,,,G.B. COOLEY HOSPITAL SERVICE DISTRICT,False
RAVENDALE COMMUNITY HOME,19G244,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"815 RAVENDALE DRIVE
SHREVEPORT, LA 71107",318 424-8547,"815 RAVENDALE DRIVE
SHREVEPORT, LA 71107",1987-10-20,6,No,Non-Profit,,,"EVERGREEN PRESBYTERIAN MINISTRIES, INC.",False
RIDGEMONT DRIVE COMMUNITY HOME,19G245,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"8203 RIDGEMONT DRIVE
PINEVILLE, LA 71360",318 640-2388,"8203 RIDGEMONT DRIVE
PINEVILLE, LA 71360",1988-02-26,6,No,Non-Profit,,,"EVERGREEN PRESBYTERIAN MINISTRIES, INC-CENTRAL",False
FENDLER PARKWAY COMMUNITY HOME,19G246,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"739 FENDLER PARKWAY
PINEVILLE, LA 71360",318 473-2412,"739 FENDLER PARKWAY
PINEVILLE, LA 71360",1988-02-26,6,No,Non-Profit,,,"EVERGREEN PRESBYTERIAN MINISTRIES, INC-CENTRAL",False
EAST RIDGE COMMUNITY HOME,19G247,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"443 EAST RIDGE TRAIL
PINEVILLE, LA 71360",318 445-4470,"443 EAST RIDGE TRAIL
PINEVILLE, LA 71360",1988-02-26,6,No,Non-Profit,,,"EVERGREEN PRESBYTERIAN MINISTRIES, INC-CENTRAL",False
YALE COMMUNITY HOME,19G249,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"532 YALE STREET
BOSSIER CITY, LA 71111",318 747-3603,"532 YALE STREET
BOSSIER CITY, LA 71111",1988-01-26,6,No,Non-Profit,,,"Evergreen  Presbyterian Ministies , Inc.",False
G B COOLEY SUNSHINE GROUP HOME,19G250,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"102 SUNSHINE AVENUE
WEST MONROE, LA 71291",318 325-2283,"102 SUNSHINE AVENUE
WEST MONROE, LA 71291",1988-01-27,8,No,Government,,,G.B. COOLEY HOSPITAL SERVICE DISTRICT,False
MARY MARCOMBE HOME,19G252,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"35231 CAROL DRIVE
DONALDSONVILLE, LA 70346",225 473-4516,"35231 CAROL DRIVE
DONALDSONVILLE, LA 70346",1987-10-09,6,No,Non-Profit,,,"DONALDSONVILLE AREA ARC, INC.",False
CAMPBELL STREET HOME,19G253,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"1406 CAMPBELL STREET
RUSTON, LA 71270",318 255-9137,"1406 CAMPBELL STREET
RUSTON, LA 71270",1988-04-19,8,No,For Profit,,,"COMMUNITY BRIDGES RESIDENTIAL CARE, LLC",False
ELYSIAN FIELDS COMMUNITY HOME,19G254,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"1241 ELYSIAN FIELDS AVENUE
NEW ORLEANS, LA 70117",504 245-7991,"1241 ELYSIAN FIELDS AVENUE
NEW ORLEANS, LA 70117",1988-05-19,6,No,For Profit,,,"ANIOMA LIVING, INC.",False
WENHAM HOME,19G255,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"13231 WENHAM AVENUE
BATON ROUGE, LA 70815",225 767-2344,"13231 WENHAM AVENUE
BATON ROUGE, LA 70815",1988-05-17,8,No,Non-Profit,,,"DDMS OF LOUISIANA NO 2, LLC",False
MAIN STREET COMMUNITY HOME,19G256,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"109 WEST MAIN STREET
DELCAMBRE, LA 70528",337 685-4633,"109 WEST MAIN STREET
DELCAMBRE, LA 70528",1988-02-26,6,No,For Profit,"Vol-Merg, Close",2016-05-02,COMMUNITY ALTERNATIVES OF LOUISIANA,True
MICHIGAN GROUP HOME,19G257,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"448 MICHIGAN AVE
PORT ALLEN, LA 70767",225 344-3110,"448 MICHIGAN AVE
PORT ALLEN, LA 70767",1988-06-02,8,No,Non-Profit,"Vol-Merg, Close",2018-02-28,"PROGRESSIVE HEALTHCARE PROVIDERS, INC.",False
HEYMAN LANE COMMUNITY HOME,19G258,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"307 HEYMAN LANE
ALEXANDRIA, LA 71303",318 445-7878,"307 HEYMAN LANE
ALEXANDRIA, LA 71303",1988-05-12,6,No,Non-Profit,,,"EVERGREEN PRESBYTERIAN MINISTRIES, INC-CENTRAL",False
D'HEMECOURT,19G259,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"10131 GRANDEUR DRIVE
BATON ROUGE, LA 70815",225 272-0260,"10131 GRANDEUR DRIVE
BATON ROUGE, LA 70815",1988-06-08,6,No,For Profit,,,DDMS of Louisiana No. 2,False
LIBERTY ONE COMMUNITY HOME,19G260,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"1050 W VINE STREET
EUNICE, LA 70535",337 546-0667,"1050 W VINE STREET
EUNICE, LA 70535",1988-05-10,6,No,For Profit,,,LIBERTY SIX COMMUNITY HOMES,False
ARBOR MAIN COMMUNITY HOME,19G261,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"506 EAST MAIN STREET
BROUSSARD, LA 70518",337 837-1402,"506 EAST MAIN STREET
BROUSSARD, LA 70518",1988-05-24,6,No,For Profit,"Vol-Merg, Close",2018-09-12,"NORMAL LIFE OF LAFAYETTE, INC.",True
ADRIAN DRIVE COMMUNITY HOME,19G262,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"5907 ADRIAN DRIVE
BALL, LA 71405",318 640-2999,"5907 ADRIAN DRIVE
BALL, LA 71405",1988-06-14,6,No,For Profit,,,"LOUISIANA COMMUNITY CARE, INC.",False
MAGNOLIA ST GEORGE AVENUE COMMUNITY HOME,19G263,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"645 ST GEORGE AVENUE
JEFFERSON, LA 70121",504 733-2874,"645 ST GEORGE AVENUE
JEFFERSON, LA 70121",1988-06-10,6,No,Non-Profit,,,MAGNOLIA COMMUNITY SERVICES,False
LIVINGSTON ROAD COMMUNITY HOME,19G264,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"78 CAMP LIVINGSTON ROAD
BALL, LA 71405",318 640-2999,"78 CAMP LIVINGSTON ROAD
BALL, LA 71405",1988-06-07,6,No,For Profit,,,"LOUISIANA COMMUNITY CARE, INC.",False
RAYVILLE COMMUNITY HOME,19G265,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"45 STEPHENS ROAD
RAYVILLE, LA 71269",318 878-9017,"45 STEPHENS ROAD
RAYVILLE, LA 71269",1988-05-24,6,No,For Profit,,,"DELTA AMERICAN HEALTHCARE, INC.",False
DEER CREEK COMMUNITY HOME,19G266,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"118 DEER CREEK EAST
PINEVILLE, LA 71360",318 445-4470,"118 DEER CREEK EAST
PINEVILLE, LA 71360",1988-06-08,6,No,Non-Profit,,,"EVERGREEN PRESBYTERIAN MINISTRIES, INC-CENTRAL",False
PLAQUEMINE HOME,19G268,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"25370 HIGHWAY 405
PLAQUEMINE, LA 70764",225 385-4187,"25370 HIGHWAY 405
PLAQUEMINE, LA 70764",1988-06-28,6,No,For Profit,"Vol-Merg, Close",2018-07-05,"NORMAL LIFE OF LAFAYETTE, INC.",True
G B COOLEY HILLCREST GROUP HOME,19G269,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"609 COOLEY CIRCLE
WEST MONROE, LA 71291",318 537-9749,"609 COOLEY CIRCLE
WEST MONROE, LA 71291",1988-07-11,8,No,Government,,,G.B. COOLEY HOSPITAL SERVICE DISTRICT,False
MAYFLOWER COMMUNITY HOME,19G270,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"600 MAYFLOWER COURT
LA PLACE, LA 70068",985 652-8366,"600 MAYFLOWER COURT
LA PLACE, LA 70068",1988-02-26,6,No,For Profit,"Vol-Merg, Close",2018-04-19,"RES-CARE, INC.",True
BENTON STREET HOME,19G271,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"1400 BENTON STREET
RUSTON, LA 71270",318 255-9137,"1400 BENTON STREET
RUSTON, LA 71270",1988-08-22,8,No,For Profit,,,"COMMUNITY BRIDGES RESIDENTIAL CARE, LLC",False
IBERIA COMMUNITY HOME,19G272,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"900 IBERIA STREET
FRANKLIN, LA 70538",337 828-4783,"900 IBERIA STREET
FRANKLIN, LA 70538",1988-08-12,6,No,For Profit,"Vol-Merg, Close",2018-03-31,COMMUNITY ALTERNATIVES OF LOUISIANA,True
HAPPY HAVEN PERRET,19G273,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"11365 PERRET LANE
HAMMOND, LA 70403",985 543-0574,"11365 PERRET LANE
HAMMOND, LA 70403",1988-09-07,6,No,Non-Profit,,,HAPPY HAVEN - PERRET,False
CONSTANCE HOME,19G274,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"936 HAVENWOOD
BATON ROUGE, LA 70815",225 767-2344,"936 HAVENWOOD
BATON ROUGE, LA 70815",1988-09-09,8,No,For Profit,,,DDMS of Louisiana No. 2,False
RUBY DRIVE COMMUNITY HOME,19G275,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"900 RUBY DRIVE
BREAUX BRIDGE, LA 70517",337 332-4222,"900 RUBY DRIVE
BREAUX BRIDGE, LA 70517",1988-09-20,6,No,For Profit,,,"WE CARE HOMES, INC.",False
ROYCE EZNACK COMMUNITY HOME,19G276,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"5402 MARBUD TRACE
PINEVILLE, LA 71360",318 561-4219,"5402 MARBUD TRACE
PINEVILLE, LA 71360",1988-09-13,6,No,For Profit,,,"COLWELL INTEREST, INC.",False
RANGE HOUSE,19G277,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"44084 BENNETT ROAD
HAMMOND, LA 70401",985 542-1959,"44084 BENNETT ROAD
HAMMOND, LA 70401",1988-09-28,6,No,Non-Profit,,,"HAMMOND STRAWBERRY FIELDS, INC.",False
HELEN'S HOUSE,19G278,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"44333 EASY STREET
HAMMOND, LA 70401",985 345-3182,"44333 EASY STREET
HAMMOND, LA 70401",1988-09-30,6,No,For Profit,,,"ACTIVE TREATMENT, INC.",False
G B COOLEY SUE DR GROUP HOME,19G279,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"214 SUE DRIVE
MONROE, LA 71202",318 325-2884,"214 SUE DRIVE
MONROE, LA 71202",1988-09-29,8,No,Government,,,G.B. COOLEY HOSPITAL SERVICE DISTRICT,False
OUR DAILY BREAD HOME,19G280,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"1663 VIOLA
MANDEVILLE, LA 70448",985 646-1453,"1663 VIOLA
MANDEVILLE, LA 70448",1988-09-12,8,No,Non-Profit,,,STARC OF LOUISIANA,False
LEE NICHOLS GROUP HOME,19G281,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"672 LEE NICHOLS STREET
DERIDDER, LA 70634",337 233-2731,"672 LEE NICHOLS STREET
DERIDDER, LA 70634",1988-09-22,8,No,For Profit,,,"NORMAL LIFE OF LAKE CHARLES, INC.",True
COUNTRY CLUB ROAD COMMUNITY HOME,19G282,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"98 COUNTRY CLUB ROAD
PINEVILLE, LA 71360",318 640-4996,"98 COUNTRY CLUB ROAD
PINEVILLE, LA 71360",1988-08-09,6,No,Non-Profit,,,"EVERGREEN PRESBYTERIAN MINISTRIES, INC-CENTRAL",False
PRESCOTT ROAD COMMUNITY HOME,19G283,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"3705 PRESCOTT ROAD
ALEXANDRIA, LA 71301",318 473-9991,"3705 PRESCOTT ROAD
ALEXANDRIA, LA 71301",1988-09-29,6,No,Non-Profit,,,"EVERGREEN PRESBYTERIAN MINISTRIES, INC-CENTRAL",False
CROOMS LANE COMMUNITY HOME,19G284,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"5731 CROOMS LANE
BALL, LA 71405",318 640-2999,"5731 CROOMS LANE
BALL, LA 71405",1988-11-01,6,No,For Profit,,,"LOUISIANA COMMUNITY CARE, INC.",False
WOODSHIRE GROUP RESIDENCE,19G285,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"155 WOODSHIRE LANE
RUSTON, LA 71270",318 255-9137,"155 WOODSHIRE LANE
RUSTON, LA 71270",1988-11-30,8,No,For Profit,,,"COMMUNITY BRIDGES RESIDENTIAL CARE, LLC",False
INSPIRATION HOUSE,19G286,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"196 ESPERANCE STREET
GARYVILLE, LA 70051",985 536-8750,"196 ESPERANCE STREET
GARYVILLE, LA 70051",1988-12-13,6,No,For Profit,,,"BETR-CARE, INC.",False
DESNEGIS COMMUNITY HOME,19G287,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"100 DESNEGIS
NATCHITOCHES, LA 71457",318 356-5800,"100 DESNEGIS
NATCHITOCHES, LA 71457",1988-12-20,6,No,Non-Profit,,,"EVERGREEN PRESBYTERIAN MINISTRIES, INC",False
IBERVILLE COMMUNITY HOME,19G288,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"3228 IBERVILLE STREET
NEW ORLEANS, LA 70119",504 245-7991,"3228 IBERVILLE STREET
NEW ORLEANS, LA 70119",1989-01-11,6,No,For Profit,,,"ANIOMA LIVING, INC.",False
HAPPY HAVEN CIRCLE,19G289,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"42630 HINSON ROAD
HAMMOND, LA 70403",985 543-0574,"42630 HINSON ROAD
HAMMOND, LA 70403",1989-01-11,8,No,Non-Profit,,,HAPPY HAVEN - CIRCLE,False
MARIE BRADLEY HOUSE,19G290,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"17348 WOMACK DRIVE
HAMMOND, LA 70403",985 345-3182,"17348 WOMACK DRIVE
HAMMOND, LA 70403",1989-03-03,6,No,For Profit,,,"ACTIVE TREATMENT, INC.",False
OAK GROVE GROUP HOME,19G291,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"195 NEWTOWN ROAD
NATCHITOCHES, LA 71457",318 357-0920,"195 NEWTOWN ROAD
NATCHITOCHES, LA 71457",1989-01-18,8,No,Non-Profit,,,"EVERGREEN PRESBYTERIAN MINISTRIES, INC.",False
HANNIE GROUP HOME,19G292,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"325 WEST BROUSSARD ROAD
LAFAYETTE, LA 70506",337 703-4360,"325 WEST BROUSSARD ROAD
LAFAYETTE, LA 70506",1989-04-04,6,No,Non-Profit,,,ARC OF ACADIANA,False
K C ROY HOME,19G293,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"2034 ALBERT STREET
SAINT MARTINVILLE, LA 70582",337 394-4928,"2034 ALBERT STREET
SAINT MARTINVILLE, LA 70582",1989-03-15,6,No,Non-Profit,,,"The Arc of St. Martin, Inc.",False
MILTON ANDREPONT COMMUNITY HOME,19G294,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"6703 CEMENTARY HIGHWAY
SAINT MARTINVILLE, LA 70582",337 394-7277,"6703 CEMENTARY HIGHWAY
SAINT MARTINVILLE, LA 70582",1989-03-15,6,No,Non-Profit,,,"The Arc of St. Martin, Inc.",False
JEFF AND NELLIE GUIDRY GROUP,19G295,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"925 CENTER STREET
LAFAYETTE, LA 70501",337 988-0640,"925 CENTER STREET
LAFAYETTE, LA 70501",1989-05-23,9,No,Non-Profit,,,"LAFAYETTE ASSOCIATION FOR RETARDED CITIZENS, INC.",False
PARISH ROAD COMMUNITY HOME,19G296,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"1605 EDWIN DRIVE
RAYNE, LA 70578",337 235-9462,"1605 EDWIN DRIVE
RAYNE, LA 70578",1989-05-16,6,No,For Profit,,,"SOUTHERN COMFORT COMMUNITY HOMES, LLC",False
EDWIN DRIVE GROUP HOME,19G298,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"134 HABETZ LOOP
RAYNE, LA 70578",337 235-9462,"134 HABETZ LOOP
RAYNE, LA 70578",1989-05-17,8,No,For Profit,,,"SOUTHERN COMFORT COMMUNITY HOMES, LLC",False
CANE PLACE COMMUNITY HOME,19G299,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"109 BEAU SEJOUR
LAFAYETTE, LA 70506",337 233-2731,"109 BEAU SEJOUR
LAFAYETTE, LA 70506",1989-05-24,8,No,For Profit,,,"NORMAL LIFE OF LAFAYETTE, INC.",True
SALEM HOME,19G300,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"2835 MAGELLAN DRIVE
BATON ROUGE, LA 70816",225 291-9197,"2835 MAGELLAN DRIVE
BATON ROUGE, LA 70816",1989-04-11,8,No,For Profit,,,DDMS of Louisiana No. 2,False
ARCADIA HOME,19G301,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"12776 ARLINGFORD AVE
BATON ROUGE, LA 70815",225 275-6005,"12776 ARLINGFORD AVE
BATON ROUGE, LA 70815",1989-04-04,8,No,For Profit,,,"DDMS of Louisiana, No. 2",False
PROSPECT COMMUNITY HOME,19G302,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"1004 FLAGON ROAD
PINEVILLE, LA 71360",318 640-4324,"1004 FLAGON ROAD
PINEVILLE, LA 71360",1989-11-17,6,No,For Profit,,,"MOREAU COUTEE ENTERPRISES, INC.",False
EAST FIFTH AVENUE COMMUNITY HOME,19G303,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"1240 EAST FIFTH AVENUE
OAKDALE, LA 71463",318 335-1321,"1240 EAST FIFTH AVENUE
OAKDALE, LA 71463",1988-12-22,7,No,Non-Profit,,,"PREFERRED LIVING, INC.",False
WEST MAGNOLIA GROUP HOME,19G304,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"1930 EAST MAIN STREET
VILLE PLATTE, LA 70586",337 363-5553,"1930 EAST MAIN STREET
VILLE PLATTE, LA 70586",1989-07-26,8,No,Non-Profit,,,ASSOCIATION OF RETARDED CITIZENS OF EVANGELINE,False
BRASWELL HOME,19G305,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"560 BRASWELL LANE
SIMSBORO, LA 71275",318 255-9137,"560 BRASWELL LANE
SIMSBORO, LA 71275",1989-07-13,8,No,For Profit,,,"COMMUNITY BRIDGES RESIDENTIAL CARE, LLC",False
PARDUE GROUP HOME,19G306,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"141 RAY PARDUE STREET
DUSON, LA 70529",337 873-3446,"141 RAY PARDUE STREET
DUSON, LA 70529",1989-03-23,8,No,For Profit,,,COMMUNITY ALTERNATIVES OF LOUISIANA,True
CROCKETT GROUP HOME,19G307,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"137 GORDON CROCKET
LAFAYETTE, LA 70508",337 233-2731,"137 GORDON CROCKET
LAFAYETTE, LA 70508",1989-07-11,8,No,For Profit,"Vol-Merg, Close",2020-02-13,"NORMAL LIFE OF LAFAYETTE, INC.",True
EAST NICHOLS STREET COMMUNITY HOME,19G308,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"301 EAST NICHOLS STREET
WELSH, LA 70591",337 734-4337,"301 EAST NICHOLS STREET
WELSH, LA 70591",1989-07-18,6,No,For Profit,,,"PREFERRED LIVING, INC.",False
JACKIE STREET GROUP HOME,19G311,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"106 JACKIE STREET
RAYNE, LA 70578",337 393-4124,"106 JACKIE STREET
RAYNE, LA 70578",1989-06-28,8,No,Non-Profit,,,"ARC OF ACADIANA, INC.",False
JENNA COURT COMMUNITY HOME,19G312,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"103 JENNA COURT
SCHRIEVER, LA 70395",985 446-7605,"103 JENNA COURT
SCHRIEVER, LA 70395",1989-12-22,7,No,For Profit,,,COMMUNITY ALTERNATIVES OF LOUISIANA,True
WEST 47TH STREET COMMUNITY HOME,19G314,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"259 WEST 47TH STREET
CUT OFF, LA 70345",985 798-5899,"259 WEST 47TH STREET
CUT OFF, LA 70345",1989-08-30,6,No,For Profit,"Vol-Merg, Close",2022-02-10,"RES-CARE, INC.",True
BELL OAKS BURTON HOUSE,19G316,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"405 MORGAN STREET
SPRINGHILL, LA 71075",318 539-5691,"405 MORGAN STREET
SPRINGHILL, LA 71075",1989-03-14,6,No,Non-Profit,,,"BELL OAKS, INC.",False
TOLEDANO COMMUNITY HOME,19G317,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"1622 TOLEDANO STREET
NEW ORLEANS, LA 70115",504 366-1828,"1622 TOLEDANO STREET
NEW ORLEANS, LA 70115",1989-09-12,6,No,Non-Profit,,,"CROSSROADS LOUISIANA, INC.",False
CLEMSON GROUP HOME,19G319,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"10 SABINE COURT
KENNER, LA 70065",504 513-3159,"10 SABINE COURT
KENNER, LA 70065",1989-09-19,8,No,For Profit,,,DDMS of Louisiana No. 2,False
FAYETTE GROUP HOME,19G321,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"2610 FAYETTE STREET
KENNER, LA 70065",504 513-3159,"2610 FAYETTE STREET
KENNER, LA 70065",1989-09-14,8,No,For Profit,,,DDMS of Louisiana No. 2,False
WEST LINCOLN COMMUNITY HOME,19G322,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"108 WEST JEFFERSON ROAD
VILLE PLATTE, LA 70586",337 363-5553,"108 WEST JEFFERSON ROAD
VILLE PLATTE, LA 70586",1989-09-29,6,No,Non-Profit,,,"Association for Retarded Citizens of Evangeline, Inc.",False
SUMMER HOUSE,19G323,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"32649 PERKINS ROAD
DENHAM SPRINGS, LA 70726",225 369-2639,"32649 PERKINS ROAD
DENHAM SPRINGS, LA 70726",1989-09-15,6,No,For Profit,,,"Gerald Martinez, LLC.",False
ELAINE PARR HOUSE,19G324,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"20238 HWY 190 EAST
HAMMOND, LA 70401",985 662-5147,"20238 HWY 190 EAST
HAMMOND, LA 70401",1989-09-06,6,No,For Profit,,,"ACTIVE TREATMENT, INC.",False
NORTH RAYVILLE COMMUNITY HOME,19G325,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"733 HIGHWAY 852
RAYVILLE, LA 71269",318 878-9017,"733 HIGHWAY 852
RAYVILLE, LA 71269",1989-09-19,6,No,For Profit,,,"DELTA AMERICAN HEALTHCARE, INC.",False
BUSH ROAD COMMUNITY HOME,19G326,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"101 DONAHOE RD
DELHI, LA 71232",318 878-9017,"101 DONAHOE RD
DELHI, LA 71232",1989-09-19,6,No,Non-Profit,,,"DELTA AMERICAN HEALTHCARE, INC.",False
CHER AMI HOMES OF GRETNA,19G327,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"1817 HANCOCK STREET
GRETNA, LA 70053",504 366-1828,"1817 HANCOCK STREET
GRETNA, LA 70053",1989-10-04,6,No,Non-Profit,,,CHER AMI HOMES OF GRETNA,False
CALVIN ROAD COMMUNITY RESIDENCE,19G328,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,LA,"618 JOE FRAIZER ROAD
WINNFIELD, LA 71483",318 727-8668,"618 JOE FRAIZER ROAD
WINNFIELD, LA 71483",1989-10-31,8,No,For Profit,,,"COMMUNITY BRIDGES SOUTH, INC.",False
