name,provider_id,type,region,state,address,phone,particip_date,certified_beds,hospital_based,ownership_type,termination_code,termination_date
HEARTSHARE HUMAN SERVICES,33H320,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"977-979 E 92ND STREET
BROOKLYN, NY 11236",718 272-1441,1994-08-01,12,No,Non-Profit,Vol-Other,2016-05-31
"LIFESPIRE, INC",33H321,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"107 JUMEL ST
STATEN ISLAND, NY 10308",718 317-0547,1994-08-01,10,No,Non-Profit,,
"INSTITUTE FOR COMMUNITY LIVING, INC",33H322,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"4715 AVE D
BROOKLYN, NY 11203",718 451-2817,1994-08-09,12,No,Non-Profit,Vol-Other,2016-06-30
RICHMOND CHILDREN'S CENTER,33H323,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"43 LAKE AVE
YONKERS, NY 10701",914 968-2744,1994-06-27,8,No,Non-Profit,,
JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES,33H326,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"1342 56TH STREET 1ST FLOOR
BROOKLYN, NY 11219",718 834-6600,1994-09-08,12,No,Non-Profit,"Vol-Merg, Close",2020-01-01
JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES,33H327,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"1342 56 STREET 2ND FLOOR
BROOKLYN, NY 11219",718 851-7100,1994-09-08,12,No,Non-Profit,Vol-Other,2019-03-31
CATHOLIC CHARITIES OF STATEN ISLAND,33H328,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"6581 HYLAN BLVD
STATEN ISLAND, NY 10309",718 966-6184,1994-11-01,12,No,Non-Profit,,
HEARTSHARE HUMAN SERVICES,33H330,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"60-12 56TH STREET
MASPETH, NY 11378",718 417-6579,1995-01-27,12,No,Non-Profit,Vol-Other,2016-03-31
U C P A OF NEW YORK STATE,33H334,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"45-57 211 STREET
BAYSIDE, NY 11361",718 281-2112,1994-12-27,15,No,Non-Profit,,
U C P A OF NEW YORK STATE,33H335,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"35 SHARROTTS
STATEN ISLAND, NY 10307",718 227-1704,1995-01-11,14,No,Non-Profit,,
"BIRCH FAMILY SERVICES, INC",33H336,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"105-83 FLATLANDS 6TH STREET
BROOKLYN, NY 11239",212 360-3636,1995-02-03,8,No,Non-Profit,,
"LIFESPIRE, INC",33H338,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"484 SECOND AVE APT 9 A
NEW YORK, NY 10016",212 685-4477,1995-01-04,8,No,Non-Profit,,
"WELLLIFE NETWORK, INC",33H339,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"101-54/56 117TH STREET
RICHMOND HILL, NY 11418",718 846-4007,1995-02-09,25,No,Non-Profit,,
YOUNG ADULT INSTITUTE,33H340,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"314 EAST 35TH STREET
NEW YORK, NY 10016",212 679-9742,1995-02-21,8,No,Non-Profit,Vol-Other,2015-06-28
YOUNG ADULT INSTITUTE,33H341,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"314 E 35TH STREET, SUITE 3
NEW YORK, NY 10016",212 779-7983,1995-02-21,10,No,Non-Profit,Vol-Other,2015-06-28
YOUNG ADULT INSTITUTE,33H343,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"314 E 35TH STREET, SUITE 2
NEW YORK, NY 10016",212 779-7095,1995-02-21,10,No,Non-Profit,Vol-Other,2015-06-28
WOMEN'S LEAGUE,33H347,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"1417-21 36TH STREET
BROOKLYN, NY 11218",718 853-7893,1995-03-28,12,No,Non-Profit,,
SALVATION ARMY,33H351,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"71-29 70TH STREET
GLENDALE, NY 11385",718 728-1441,1995-09-19,10,No,Non-Profit,,
U C P A OF NEW YORK STATE,33H359,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"110-35 164TH PLACE
JAMAICA, NY 11433",212 947-5770,1997-06-18,15,No,Non-Profit,,
"THE CENTER FOR DISCOVERY, INC",33H360,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"BIRCH ICF
MONTICELLO, NY 12701",854 794-1400,1998-06-22,6,No,Non-Profit,,
"THE CENTER FOR DISCOVERY, INC",33H361,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"WILLOW ICF
MONTICELLO, NY 12701",914 794-1400,1998-07-13,6,No,Non-Profit,,
YOUNG ADULT INSTITUTE,33H362,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"135-39 UNION TURNPIKE
KEW GARDEN HILLS, NY 11367",718 380-3377,1998-02-03,8,No,Non-Profit,Vol-Other,2015-06-28
LONG ISLAND D D S O,33H365,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"904, 905, 906 MELVILLE ESTATES
MELVILLE, NY 11747",631 493-1700,2000-10-01,36,No,Non-Profit,Vol-Other,2016-03-31
LONG ISLAND D D S O,33H366,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"910, 911, 912 MELVILLE ESTATES
MELVILLE, NY 11747",516 561-4407,2000-05-31,36,No,Non-Profit,Vol-Other,2016-03-31
LONG ISLAND D D S O,33H367,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"916, 917, 918 RAINBOW COMMONS
MELVILLE, NY 11747",631 422-8166,2000-10-01,36,No,Non-Profit,Vol-Other,2017-02-02
LONG ISLAND D D S O,33H368,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"922, 923, 924 RAINBOW COMMONS
MELVILLE, NY 11747",631 423-0398,2000-12-01,36,No,Government,Vol-Other,2017-09-27
"NEW HOPE COMMUNITY, INC",33H369,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"306 STUPELL CIRCLE
LOCH SHELDRAKE, NY 12759",845 436-8817,1999-12-22,12,No,Non-Profit,,
"NEW HOPE COMMUNITY, INC",33H370,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"307 STUPELL CIRCLE
LOCH SHELDRAKE, NY 12759",845 436-8912,1999-12-22,8,No,Non-Profit,,
"NEW HOPE COMMUNITY, INC",33H371,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"409 LARRY'S WAY
LOCH SHELDRAKE, NY 12759",845 436-5288,1999-12-22,12,No,Non-Profit,,
"NEW HOPE COMMUNITY, INC",33H372,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"410 LARRY'S WAY
LOCH SHELDRAKE, NY 12759",845 434-0636,1999-12-22,12,No,Non-Profit,,
"NEW HOPE COMMUNITY, INC",33H373,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"308 STUPELL CIRCLE
LOCH SHELDRAKE, NY 12759",845 436-8938,1999-12-22,12,No,Non-Profit,,
"NEW HOPE COMMUNITY, INC",33H374,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"411 LARRY'S WAY
LOCH SHELDRAKE, NY 12759",845 434-0547,1999-12-22,5,No,Non-Profit,,
"UPSTATE CEREBRAL PALSY, INC",33H375,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"1235 TILDEN AVENUE
UTICA, NY 13501",315 724-6907,2000-01-04,6,No,Non-Profit,,
"UPSTATE CEREBRAL PALSY, INC",33H376,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"1237 TILDEN AVENUE
UTICA, NY 13501",315 724-6783,2000-01-04,6,No,Non-Profit,,
BROOKLYN D D S O,33H377,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"888 FOUNTAIN AVE BLDG 1 WING 112
BROOKLYN, NY 11208",718 642-8691,2000-08-28,12,No,Non-Profit,Vol-Other,2010-12-15
"NEW HOPE COMMUNITY, INC",33H378,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"101 DEE'S DRIVE
LOCH SHELDRAKE, NY 12759",845 434-8300,2000-11-22,8,No,Non-Profit,,
"NEW HOPE COMMUNITY, INC",33H379,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"103 DEE'S COURT
LOCH SHELDRAKE, NY 12759",845 434-0629,2000-11-22,8,No,Non-Profit,,
"NEW HOPE COMMUNITY, INC",33H380,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"204 MICHAEL'S COURT
LOCH SHELDRAKE, NY 12759",845 436-4168,2000-11-22,8,No,Non-Profit,,
"JAWONIO, INC.",33H381,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"399 ROUTE 306
WESLEY HILLS, NY 10952",845 362-5419,2001-05-04,8,No,Non-Profit,Vol-Other,2016-01-14
"JAWONIO, INC.",33H382,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"8 ALTMAN COURT
NEW HEMPSTEAD, NY 10977",914 371-6537,2001-06-07,8,No,Non-Profit,Vol-Other,2016-01-14
"THE CENTER FOR DISCOVERY, INC",33H383,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"SPRUCE ICF
MONTICELLO, NY 12701",845 791-7392,2001-07-17,6,No,Non-Profit,,
"PATHWAYS, INC",33H384,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"4162 MEADS CREEK ROAD
PAINTED POST, NY 14870",607 962-3836,2001-07-03,10,No,Non-Profit,,
"N Y S A R C CATTARAUGUS NIAGARA CNTY CHAPTER, INC",33H385,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"115 MEAD STREET
NORTH TONAWANDA, NY 14120",716 693-1127,2001-09-08,10,No,Non-Profit,,
"THE CENTER FOR DISCOVERY, INC",33H386,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"19 POEM PLACE
MONTICELLO, NY 12701",845 794-1400,2001-09-10,7,No,Non-Profit,,
"THE CENTER FOR DISCOVERY, INC",33H387,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"21 POEM PLACE
MONTICELLO, NY 12701",845 791-9477,2001-09-24,7,No,Non-Profit,,
"NEW HOPE COMMUNITY, INC",33H388,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"205 MICHAEL'S COURT
LOCH SHELDRAKE, NY 12759",845 436-4164,2001-10-31,9,No,Non-Profit,,
"NEW HOPE COMMUNITY, INC",33H389,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"102 DEES DRIVE
LOCH SHELDRAKE, NY 12759",845 434-0917,2001-12-13,9,No,Non-Profit,,
VALLEY RIDGE CENTER FOR INTENSIVE TREATMENT,33H390,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"276 CHIARINO DRIVE
NORWICH, NY 13815",607 337-7000,2002-04-01,60,No,Government,,
"NEW HORIZONS RESOURCES, INC.",33H392,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"81 TYRELL ROAD
PLEASANT VALLEY, NY 12569",845 473-3000,2004-01-01,11,No,Non-Profit,,
"THE CENTER FOR DISCOVERY, INC",33H393,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"MULBERRY ICF, 11 POEM PLACE
MONTICELLO, NY 12701",845 794-1400,2004-02-03,6,No,Non-Profit,,
"THE CENTER FOR DISCOVERY, INC",33H394,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"26 HAKIHET CIRCLE
MONTICELLO, NY 12701",845 794-1400,2004-04-02,5,No,Non-Profit,,
"THE CENTER FOR DISCOVERY, INC",33H395,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"22 HAKIHET CIRCLE
MONTICELLO, NY 12701",845 707-8022,2004-04-02,5,No,Non-Profit,,
"THE CENTER FOR DISCOVERY, INC",33H396,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"500 COUNTY ROAD 174
MONTICELLO, NY 12701",845 794-1107,2004-04-01,8,No,Non-Profit,,
"INSTITUTE FOR COMMUNITY LIVING, INC",33H397,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"650 EAST 170TH STREET
BRONX, NY 10456",212 385-3030,2004-03-01,14,No,Non-Profit,"Vol-Merg, Close",2021-08-01
"THE CENTER FOR DISCOVERY, INC",33H398,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"284 OLD ROUTE 17 - SUNSET HILL ICF SOUTH
MONTICELLO, NY 12701",845 791-9362,2004-04-02,6,No,Non-Profit,,
"THE CENTER FOR DISCOVERY, INC",33H399,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"SUNSET HILL NORTH ICF
MONTICELLO, NY 12701",845 791-9354,2004-04-01,6,No,Non-Profit,,
"THE CENTER FOR DISCOVERY, INC",33H400,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"VISTA ICF
MONTICELLO, NY 12701",845 794-1400,2004-04-01,7,No,Non-Profit,,
"THE CENTER FOR DISCOVERY, INC",33H401,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"20 HAKIHET CIRCLE, SAGE ICF
MONTICELLO, NY 12701",845 707-8023,2004-04-01,5,No,Non-Profit,,
"THE CENTER FOR DISCOVERY, INC",33H402,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"THYME ICF, 24 HAKIHET CIRCLE,
MONTICELLO, NY 12701",845 794-1400,2004-04-01,6,No,Non-Profit,,
"THE CENTER FOR DISCOVERY, INC",33H403,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"21 TEKENE ROAD
MONTICELLO, NY 12701",845 707-8227,2004-06-15,6,No,Non-Profit,,
WESTERN NEW YORK D D S O,33H404,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"27 A GIFFORD AVENUE
CELORON, NY 14720",716 674-6300,2004-06-04,14,No,Government,Vol-Other,2011-03-31
ST. DOMINIC'S HOME,33H405,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"146 BROADLEA RD APT A
GOSHEN, NY 10924",845 615-3426,2004-07-12,8,No,Non-Profit,Vol-Other,2017-02-28
ST. DOMINIC'S HOME,33H406,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"146 BROADLEA ROAD, APT B
GOSHEN, NY 10924",845 615-3426,2004-07-06,8,No,Non-Profit,Vol-Other,2017-02-28
ST. DOMINIC'S HOME,33H407,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"146 BROADLEA ROAD, APT C
GOSHEN, NY 10924",845 615-3426,2004-09-07,7,No,Non-Profit,Vol-Other,2017-02-28
"UPSTATE CEREBRAL PALSY, INC",33H408,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"126 BROOKLEY ROAD
ROME, NY 13440",315 724-6907,2005-07-08,6,No,Non-Profit,,
"UPSTATE CEREBRAL PALSY, INC",33H409,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"120 BROOKLEY ROAD
ROME, NY 13440",315 724-6907,2005-07-08,6,No,Non-Profit,,
WESTERN NEW YORK D D S O,33H410,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"1140 EAST AND WEST ROAD
BUFFALO, NY 14224",716 517-2000,2005-07-19,4,No,Non-Profit,Vol-Other,2011-03-12
"UPSTATE CEREBRAL PALSY, INC",33H411,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"122 BROOKLEY ROAD
ROME, NY 13440",315 533-1166,2005-08-24,6,No,Non-Profit,,
"UPSTATE CEREBRAL PALSY, INC",33H412,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"124 BROOKLEY ROAD
ROME, NY 13440",315 533-1168,2005-08-24,6,No,Non-Profit,,
U C P A OF GREATER SUFFOLK,33H415,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"98 BUSHWICK AVENUE
CENTRAL ISLIP, NY 11722",631 555-1010,2005-11-14,7,No,Non-Profit,,
U C P A OF GREATER SUFFOLK,33H416,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"199 ATLANTIC AVENUE
CENTRAL ISLIP, NY 11722",631 968-4962,2006-03-20,7,No,Non-Profit,,
ST. DOMINIC'S HOME,33H417,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"146 BROADLEA ROAD, APT D
GOSHEN, NY 10924",914 999-1234,2006-02-14,8,No,Non-Profit,Vol-Other,2017-02-28
"OPENGATE, INC",33H418,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"29 WARREN STREET
SOMERS, NY 10589",914 277-5250,2006-03-15,6,No,Non-Profit,Vol-Other,2016-06-30
"UPSTATE CEREBRAL PALSY, INC",33H419,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"92 GEIGER ROAD
ROME, NY 13440",315 724-6907,2006-09-18,6,No,Non-Profit,,
"U C P A OF NASSAU COUNTY, INC",33H420,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"350 WASHINGTON AVENUE
ROOSEVELT, NY 11575",516 555-9999,2006-09-27,6,No,Non-Profit,,
"UPSTATE CEREBRAL PALSY, INC",33H421,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"90 GEIGER ROAD
ROME, NY 13440",315 523-1162,2007-01-15,6,No,Non-Profit,,
"THE CENTER FOR DISCOVERY, INC",33H422,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"#2 REDWOOD I C F
MONTICELLO, NY 12701",845 794-1400,2007-09-17,8,No,Non-Profit,,
"THE CENTER FOR DISCOVERY, INC",33H423,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"TULIP ICF
MONTICELLO, NY 12701",845 794-1400,2007-09-24,7,No,Non-Profit,,
"THE CENTER FOR DISCOVERY, INC",33H424,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"16 UNAMI CIRCLE, ELM ICF
MONTICELLO, NY 12701",845 794-1400,2007-10-01,7,No,Non-Profit,,
"THE CENTER FOR DISCOVERY, INC",33H425,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"18 UNAMI CIRCLE, EVERGREEN ICF
MONTICELLO, NY 12701",845 794-1400,2007-10-09,7,No,Non-Profit,,
"NEW YORK CITY CHAPTER N Y S A R C, INC",33H426,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"89-02 162 ST, SUITE 2A
JAMAICA, NY 11432",718 674-1100,2007-11-19,6,No,Non-Profit,,
"NEW YORK CITY CHAPTER N Y S A R C, INC",33H427,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"89-02 162 STREET, SUITE 3C
JAMAICA, NY 11432",718 674-1100,2007-11-26,6,No,Non-Profit,,
"NEW YORK CITY CHAPTER N Y S A R C, INC",33H428,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"89-02 162 STREET, SUITE 3D
JAMAICA, NY 11432",718 674-1100,2008-01-31,6,No,Non-Profit,,
"NEW YORK CITY CHAPTER N Y S A R C, INC",33H429,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"89-02 162 STREET, SUITE 2B
JAMAICA, NY 11432",718 674-1100,2007-11-14,6,No,Non-Profit,,
THE NEW YORK FOUNDLING HOSPITAL,33H430,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"6 DURYEA LANE
NANUET, NY 10954",845 623-3461,2007-11-02,8,No,Non-Profit,Vol-Other,2015-09-30
"INSTITUTES OF APPLIED HUMAN DYNAMICS, INC",33H431,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"2036 RYER AVENUE
BRONX, NY 10457",718 920-0880,2008-06-01,10,No,Non-Profit,Vol-Other,2015-06-29
"THE CENTER FOR DISCOVERY, INC",33H432,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"GRANITE I C F
HURLEYVILLE, NY 12747",845 794-1400,2008-07-07,5,No,Non-Profit,Vol-Other,2016-12-31
"THE CENTER FOR DISCOVERY, INC",33H433,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"82 MITEER ROAD
HURLEYVILLE, NY 12747",845 794-1400,2008-07-07,5,No,Non-Profit,Vol-Other,2016-12-31
TACONIC D D S O,33H434,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"55 SINPATCH ROAD
WASSAIC, NY 12592",845 877-6040,2008-12-18,4,No,Non-Profit,Vol-Other,2014-06-23
TACONIC D D S O,33H435,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"50 CEDAR LANE
WASSAIC, NY 12592",914 877-6821,2009-08-01,9,No,Non-Profit,Vol-Other,2014-12-31
P S C H,33H436,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"189 CHESTNUT STREET
BROOKLYN, NY 11208",718 647-7447,2009-01-26,14,No,Non-Profit,Vol-Other,2010-09-01
BROOKVILLE CENTER FOR CHILDREN'S SERVICES,33H437,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"3005 JOHNSON PLACE
WANTAGH, NY 11793",516 626-1000,2009-07-01,6,No,Non-Profit,,
BROOKVILLE CENTER FOR CHILDREN'S SERVICES,33H438,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"28 SEASPRAY DRIVE
LIDO BEACH, NY 11561",516 626-1000,2009-07-01,6,No,Non-Profit,,
BROOKVILLE CENTER FOR CHILDREN'S SERVICES,33H439,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"30 SEASPRAY DRIVE
LIDO BEACH, NY 11561",516 626-1000,2009-07-01,6,No,Non-Profit,,
BROOKVILLE CENTER FOR CHILDREN'S SERVICES,33H440,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"26 SEASPRAY DRIVE
LIDO BEACH, NY 11561",516 626-1000,2009-07-01,7,No,Non-Profit,,
"THE CENTER FOR DISCOVERY, INC",33H441,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"90 TEKENE ROAD
MONTICELLO, NY 12701",845 707-8113,2009-11-10,5,No,Non-Profit,,
"THE CENTER FOR DISCOVERY, INC",33H442,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"96 TEKENE ROAD
MONTICELLO, NY 12701",845 707-8123,2009-10-15,5,No,Non-Profit,,
"THE CENTER FOR DISCOVERY, INC",33H443,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"80 TEKENE ROAD, ASPEN ICF
MONTICELLO, NY 12701",845 707-8102,2009-12-21,5,No,Non-Profit,,
"THE CENTER FOR DISCOVERY, INC",33H444,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"86 TEKENE ROAD
MONTICELLO, NY 12701",845 707-8103,2010-02-08,5,No,Non-Profit,,
"NYSARC, ULSTER, GREENE, PUTNAM COUNTIES CHAPTER",33H445,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"1113 FLATBUSH ROAD, BUILDING #2
KINGSTON, NY 12401",845 331-4300,2010-03-18,10,No,Non-Profit,,
"NYSARC, ULSTER, GREENE, PUTNAM COUNTIES CHAPTER",33H446,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"1113 FLATBUSH ROAD, BUILDING #3
KINGSTON, NY 12401",845 336-6790,2010-03-18,10,No,Non-Profit,,
"THE CENTER FOR DISCOVERY, INC",33H447,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"82 TEKENE ROAD
MONTICELLO, NY 12701",845 707-8104,2010-04-29,5,No,Non-Profit,,
"THE CENTER FOR DISCOVERY, INC",33H448,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"74 TEKENE ROAD
MONTICELLO, NY 12701",845 794-1400,2010-06-28,5,No,Non-Profit,,
"CITIZENS OPTIONS UNLIMITED, INC",33H449,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"980 WASHINGTON AVENUE
PLAINVIEW, NY 11803",631 493-2446,2010-09-02,8,No,Non-Profit,,
RICHMOND CHILDREN'S CENTER,33H450,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"14 DONALD LANE
OSSINING, NY 10562",914 968-2478,2010-11-03,6,No,Non-Profit,Vol-Other,2017-03-08
"NEW YORK CITY CHAPTER N Y S A R C, INC",33H451,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"126 EAST 126TH STREET APARTMENT 5 A
NEW YORK, NY 10035",718 671-4500,2010-10-21,6,No,Non-Profit,,
"NEW YORK CITY CHAPTER N Y S A R C, INC",33H452,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"126 EAST 126TH STREET APARTMENT 5 B
NEW YORK, NY 10035",718 671-4500,2010-10-21,6,No,Non-Profit,,
"NEW YORK CITY CHAPTER N Y S A R C, INC",33H453,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(II) New York,NY,"126 EAST 126TH STREET APARTMENT 6 C
NEW YORK, NY 10035",718 671-4500,2010-10-21,6,No,Non-Profit,,
